BatchID,ProductName,Stage,InputWeight_kg,OutputWeight_kg,Duration_hr,RoomTemp_C,Humidity_%,Operator,MachineID,DeviationType,Date,Remarks
4076,Amoxicillin 250mg,Compression,178.9,173.1,3.6,23.8,,Frank,CT-03,Spillage,9/25/2025,Slight delay
4076,Amoxicillin 250mg,Coating,178.9,176.1,3.2,25.2,41,Henry,C-01,None,9/2/2025,Slight delay
4077,Paracetamol 500mg,Granulation,185.2,179.9,5,23.3,45,Alice,C-01,Uneven coating,9/9/2025,Humidity issue
4077,Paracetamol 500mg,Compression,148.7,144.3,5,24.9,46,Grace,CT-01,Weight variation,9/9/2025,Humidity issue
4077,Paracetamol 500mg,Coating,154.5,153,4.2,24.3,45,Henry,C-01,Weight variation,9/18/2025,Normal run
4078,Paracetamol 500mg,Granulation,164,159.4,5.3,25.5,,David,CT-04,Spillage,9/24/2025,Humidity issue
4078,Paracetamol 500mg,Compression,176.3,170.6,3.2,25.9,55,David,C-01,None,9/10/2025,Humidity issue
4078,Paracetamol 500mg,Coating,136.9,132.4,4.1,25.8,51,Isaac,C-02,Sticking,9/15/2025,Minor loss
4079,Amoxicillin 250mg,Granulation,145.5,142.3,3.8,24.6,41,Eve,CT-04,Capping,9/14/2025,Within spec
4079,Amoxicillin 250mg,Compression,157.2,153.7,5.3,24,53,Bob,CT-04,None,9/27/2025,Rework required
4079,Amoxicillin 250mg,Coating,131.8,127.6,4.5,24.4,49,Alice,C-01,Peeling,9/9/2025,Deviated yield
4080,Ibuprofen 200mg,Granulation,144.1,142.2,4.4,25.6,,Frank,C-01,Uneven coating,9/3/2025,Within spec
4080,Ibuprofen 200mg,Compression,122.6,118.9,4.6,23.1,,Bob,G-01,Capping,9/13/2025,Within spec
4080,Ibuprofen 200mg,Coating,115.6,114.4,3.6,24.8,47,Alice,C-01,Capping,9/2/2025,Normal run
4081,Omeprazole 20mg,Granulation,154.4,150.2,4.8,22.8,,Henry,G-01,Sticking,9/9/2025,Rework required
4081,Omeprazole 20mg,Compression,176.9,175.2,3.2,25.1,55,Frank,CT-04,Weight variation,9/5/2025,Normal run
4081,Omeprazole 20mg,Coating,183,177.2,3.7,24.9,,Henry,CT-01,Sticking,9/13/2025,Minor loss
4082,Cetirizine 10mg,Granulation,112.7,111.4,4.4,23.9,,Charlie,CT-01,Weight variation,9/17/2025,Deviated yield
4082,Cetirizine 10mg,Compression,149,147.2,5.3,24.5,,Charlie,G-01,Weight variation,9/28/2025,Deviated yield
4082,Cetirizine 10mg,Coating,191.4,187,4.4,24.1,,Henry,CT-01,Uneven coating,9/27/2025,Humidity issue
4083,Vitamin C 100mg,Granulation,190.7,187.2,3,22.4,53,Alice,CT-01,Weight variation,10/1/2025,Minor loss
4083,Vitamin C 100mg,Compression,138.7,135.6,4.7,25.8,,Isaac,C-02,Peeling,9/22/2025,Rework required
4083,Vitamin C 100mg,Coating,156.4,153.9,4.4,24.4,45,Bob,CT-04,Capping,9/29/2025,Deviated yield
4084,Metformin 500mg,Granulation,131.6,130.5,3.7,23.6,,Frank,CT-04,Spillage,9/26/2025,Within spec
4084,Metformin 500mg,Compression,169.4,167.7,5,24,,Isaac,C-02,Uneven coating,9/26/2025,Normal run
4084,Metformin 500mg,Coating,172.7,171.4,4.5,23.1,52,Bob,CT-04,Peeling,9/30/2025,Deviated yield
4085,Vitamin C 100mg,Granulation,186.6,183.2,4.2,24.3,42,Alice,G-01,Capping,9/3/2025,Normal run
4085,Vitamin C 100mg,Compression,148.7,144.1,5.2,23.7,54,Isaac,G-01,None,9/26/2025,Normal run
4085,Vitamin C 100mg,Coating,194.5,191.8,3.3,23.8,,David,G-01,Spillage,9/28/2025,Humidity issue
4086,Amoxicillin 250mg,Granulation,143,141.7,4.6,25,54,Henry,G-03,Weight variation,9/12/2025,Within spec
4086,Amoxicillin 250mg,Compression,164.5,163.5,3.4,24.8,,Bob,CT-02,Weight variation,10/1/2025,Within spec
4086,Amoxicillin 250mg,Coating,160.4,156.2,3.9,23.7,,Bob,C-01,None,9/5/2025,Within spec
4087,Omeprazole 20mg,Granulation,165.7,161.8,4.8,22.3,44,Grace,CT-04,Capping,9/29/2025,Deviated yield
4087,Omeprazole 20mg,Compression,189.6,185.4,4.4,25.8,49,Charlie,CT-03,Weight variation,9/22/2025,Rework required
4087,Omeprazole 20mg,Coating,172.5,167.8,4.5,25.8,43,Bob,G-02,Uneven coating,9/20/2025,Rework required
4088,Ibuprofen 200mg,Granulation,117.2,114,5.4,25.3,50,Henry,G-01,Capping,9/5/2025,Humidity issue
4088,Ibuprofen 200mg,Compression,170.5,166.4,5.5,22.1,45,Bob,G-03,Sticking,9/25/2025,Normal run
4088,Ibuprofen 200mg,Coating,173,171.6,5.1,24.4,,Bob,CT-02,Capping,9/27/2025,Rework required
4089,Metformin 500mg,Granulation,188.6,186.9,4.1,23.6,44,David,C-03,Weight variation,9/22/2025,Rework required
4089,Metformin 500mg,Compression,124.6,123.4,4.4,25.4,,Alice,CT-01,Sticking,9/29/2025,Within spec
4089,Metformin 500mg,Coating,137.5,135.9,5.3,24.4,,Isaac,G-02,Capping,9/12/2025,Normal run
4090,Paracetamol 500mg,Granulation,178.1,174.3,4,22.4,52,Frank,C-02,Peeling,10/1/2025,Deviated yield
4090,Paracetamol 500mg,Compression,159.7,157,5,24.9,,David,C-01,Peeling,9/21/2025,Deviated yield
4090,Paracetamol 500mg,Coating,179.6,176.9,5,25,,Isaac,G-02,Sticking,9/30/2025,Slight delay
4091,Cetirizine 10mg,Granulation,161.9,156.9,3.2,25.1,,Eve,C-02,Weight variation,9/27/2025,Humidity issue
4091,Cetirizine 10mg,Compression,182.9,178.6,3.3,24.9,47,David,G-01,Sticking,9/3/2025,Slight delay
4091,Cetirizine 10mg,Coating,196.4,192,5.2,25.3,,Frank,C-03,Spillage,9/8/2025,Minor loss
4092,Ibuprofen 200mg,Granulation,189.3,185.7,4.6,23.7,55,Charlie,G-03,None,9/2/2025,Slight delay
4092,Ibuprofen 200mg,Compression,147,146.2,5,24.7,54,Henry,CT-03,Uneven coating,9/13/2025,Minor loss
4092,Ibuprofen 200mg,Coating,197.7,193.6,4.9,22.4,46,David,CT-01,Uneven coating,9/29/2025,Within spec
4093,Vitamin C 100mg,Granulation,118.2,115.3,4.3,24.2,,Bob,G-01,Sticking,9/22/2025,Within spec
4093,Vitamin C 100mg,Compression,196.4,193.1,3.2,23.4,,Henry,CT-03,Spillage,9/10/2025,Slight delay
4093,Vitamin C 100mg,Coating,184.2,179.7,4,23.5,53,Charlie,G-03,Uneven coating,9/19/2025,Deviated yield
4094,Paracetamol 500mg,Granulation,113.1,111,3.5,22.5,50,Isaac,C-02,Capping,9/21/2025,Slight delay
4094,Paracetamol 500mg,Compression,189,182.9,5.3,24.4,42,Isaac,C-03,Weight variation,9/19/2025,Normal run
4094,Paracetamol 500mg,Coating,193,186.4,4.7,23.7,,David,CT-01,Spillage,9/8/2025,Rework required
4095,Amoxicillin 250mg,Granulation,176.6,174,4.1,23.2,44,Bob,G-02,None,9/26/2025,Deviated yield
4095,Amoxicillin 250mg,Compression,127.8,123.8,3.5,25.2,41,Frank,CT-01,Uneven coating,9/18/2025,Normal run
4095,Amoxicillin 250mg,Coating,191.5,186.2,4.2,22.2,,Isaac,C-01,Capping,9/29/2025,Rework required
4096,Metformin 500mg,Granulation,149.1,146.5,5,25,54,Isaac,G-01,Capping,9/15/2025,Within spec
4096,Metformin 500mg,Compression,162.7,158.5,4.1,24.3,,Frank,CT-03,None,9/8/2025,Normal run
4096,Metformin 500mg,Coating,128.3,123.8,4.9,24.7,52,Henry,G-03,Capping,9/28/2025,Deviated yield
4097,Cetirizine 10mg,Granulation,122.6,120.9,3.1,24.6,,Eve,G-03,Capping,9/13/2025,Minor loss
4097,Cetirizine 10mg,Compression,115.9,112.1,4.1,25.7,48,Henry,CT-02,Peeling,10/1/2025,Normal run
4097,Cetirizine 10mg,Coating,175.4,171.4,4.8,24.9,55,Alice,CT-02,Peeling,9/3/2025,Deviated yield
4098,Omeprazole 20mg,Granulation,195.4,190.8,3.8,24.8,45,Frank,G-02,Spillage,9/2/2025,Rework required
4098,Omeprazole 20mg,Compression,174.7,173.2,5.4,22.4,,Isaac,C-02,Spillage,9/17/2025,Normal run
4098,Omeprazole 20mg,Coating,163.1,161.9,3.8,24.1,,Alice,CT-02,None,9/19/2025,Normal run
4099,Amoxicillin 250mg,Granulation,192.8,190.2,3.3,25.6,,Alice,G-01,Capping,9/29/2025,Normal run
4099,Amoxicillin 250mg,Compression,126,121.7,5.2,25.7,,Frank,C-03,Peeling,9/4/2025,Humidity issue
4099,Amoxicillin 250mg,Coating,188.7,182.3,3.8,24.4,,Henry,G-02,Capping,9/10/2025,Slight delay
4100,Cetirizine 10mg,Granulation,181.5,180.2,3.6,22.7,,Grace,CT-02,Peeling,9/23/2025,Humidity issue
4100,Cetirizine 10mg,Compression,193.5,188,4.7,23.4,44,Grace,G-01,None,9/8/2025,Rework required
4100,Cetirizine 10mg,Coating,189.2,185.6,3.5,22.4,,Henry,CT-02,Spillage,10/1/2025,Rework required
4101,Ibuprofen 200mg,Granulation,153.3,151.4,4.4,22.5,44,Charlie,C-02,Peeling,9/2/2025,Slight delay
4101,Ibuprofen 200mg,Compression,133.5,129.3,5,22.6,,Charlie,G-01,Weight variation,9/13/2025,Rework required
4101,Ibuprofen 200mg,Coating,150.7,146.1,3.5,25.3,55,Frank,CT-02,Peeling,9/17/2025,Slight delay
4102,Vitamin C 100mg,Granulation,184,182.5,4.8,24.4,53,David,C-02,Spillage,9/16/2025,Within spec
4102,Vitamin C 100mg,Compression,123.1,119.2,4.7,24.8,52,Eve,G-01,Sticking,9/26/2025,Rework required
4102,Vitamin C 100mg,Coating,159.3,155.7,5,25.9,43,Bob,G-03,Uneven coating,9/28/2025,Humidity issue
4103,Metformin 500mg,Granulation,114.1,112.4,4.8,24.5,,Bob,C-03,Sticking,9/13/2025,Humidity issue
4103,Metformin 500mg,Compression,169.8,164.2,3.8,24.1,48,Bob,CT-04,None,9/13/2025,Within spec
4103,Metformin 500mg,Coating,146.8,143.8,5,23.3,,Eve,G-03,Spillage,9/27/2025,Within spec
4104,Omeprazole 20mg,Granulation,134,130.9,3.1,22.6,48,David,CT-03,Weight variation,9/13/2025,Humidity issue
4104,Omeprazole 20mg,Compression,180.4,176.5,5.1,24.8,45,Eve,G-02,Uneven coating,9/21/2025,Normal run
4104,Omeprazole 20mg,Coating,139.4,137.3,4.3,22.2,43,David,C-01,Sticking,9/19/2025,Deviated yield
4105,Paracetamol 500mg,Granulation,162.8,158.4,5.3,24.2,,Henry,CT-01,Sticking,9/20/2025,Normal run
4105,Paracetamol 500mg,Compression,130.9,126.8,4,24.7,42,Eve,CT-02,Capping,9/21/2025,Normal run
4105,Paracetamol 500mg,Coating,117.1,114.2,4.3,25.6,47,Bob,CT-02,Weight variation,9/9/2025,Within spec
4106,Vitamin C 100mg,Granulation,137.8,133.1,3.5,25.7,49,Charlie,G-03,Weight variation,9/9/2025,Humidity issue
4106,Vitamin C 100mg,Compression,150.9,147.2,3.6,24.1,,Henry,C-01,Uneven coating,9/10/2025,Within spec
4106,Vitamin C 100mg,Coating,131.9,128.7,5.2,23.6,,Isaac,G-01,Sticking,9/16/2025,Humidity issue
4107,Paracetamol 500mg,Granulation,149.1,145.5,3.2,23.4,42,Grace,CT-04,Peeling,9/23/2025,Slight delay
4107,Paracetamol 500mg,Compression,148.1,144.6,3.8,23.1,,Frank,G-02,Capping,9/3/2025,Humidity issue
4107,Paracetamol 500mg,Coating,190.7,187.5,4.3,25.2,55,Isaac,G-02,Uneven coating,9/9/2025,Minor loss
4108,Metformin 500mg,Granulation,125,123.7,3.3,23.6,51,Frank,CT-03,Spillage,9/29/2025,Deviated yield
4108,Metformin 500mg,Compression,137.1,136.3,4.7,22.6,,Alice,G-02,Spillage,9/29/2025,Minor loss
4108,Metformin 500mg,Coating,191.9,187.1,4.5,24.7,,Grace,CT-02,Capping,9/7/2025,Rework required
4109,Omeprazole 20mg,Granulation,121.8,119.4,5.2,24.4,,Charlie,CT-04,None,9/5/2025,Slight delay
4109,Omeprazole 20mg,Compression,135.1,131.3,3.2,25.6,,Charlie,CT-03,None,9/18/2025,Within spec
4109,Omeprazole 20mg,Coating,148.5,143.4,3.5,24.5,50,Charlie,C-03,Peeling,10/1/2025,Within spec
4110,Cetirizine 10mg,Granulation,194.4,189.8,3.8,22.9,,David,CT-01,Peeling,9/12/2025,Normal run
4110,Cetirizine 10mg,Compression,190.2,187.8,4.9,24.4,45,David,G-03,Uneven coating,9/24/2025,Within spec
4110,Cetirizine 10mg,Coating,147.3,143,3.8,22.7,51,Frank,G-03,Uneven coating,9/1/2025,Within spec
4111,Ibuprofen 200mg,Granulation,195.6,190.7,3.5,23.5,,Isaac,C-03,Uneven coating,9/9/2025,Deviated yield
4111,Ibuprofen 200mg,Compression,152.4,148.5,3.3,22,44,Frank,G-01,None,9/10/2025,Normal run
4111,Ibuprofen 200mg,Coating,142.8,141.8,3.8,23,,David,C-02,Sticking,9/4/2025,Rework required
4112,Amoxicillin 250mg,Granulation,118.6,117.1,3.7,23,,Eve,CT-03,Weight variation,9/23/2025,Deviated yield
4112,Amoxicillin 250mg,Compression,126.6,125.7,4.2,25.9,45,Eve,G-03,Spillage,9/29/2025,Within spec
4112,Amoxicillin 250mg,Coating,151.5,147.2,5,25.9,48,Frank,C-03,Weight variation,9/30/2025,Humidity issue
4113,Cetirizine 10mg,Granulation,150.7,145.6,4.5,23.7,55,Grace,C-01,Capping,9/11/2025,Slight delay
4113,Cetirizine 10mg,Compression,192.9,189.5,3.5,24.7,46,Isaac,CT-01,Weight variation,9/17/2025,Humidity issue
4113,Cetirizine 10mg,Coating,175.3,174.1,5.3,24.4,,Bob,CT-04,Weight variation,9/18/2025,Rework required
4114,Omeprazole 20mg,Granulation,173.7,171.7,3.3,25.2,,Henry,CT-04,Uneven coating,9/12/2025,Within spec
4114,Omeprazole 20mg,Compression,119.7,115.8,4.4,24.7,44,Henry,CT-02,Weight variation,9/14/2025,Rework required
4114,Omeprazole 20mg,Coating,138.6,136.1,4.6,22.8,43,Alice,CT-03,None,9/16/2025,Normal run
4115,Paracetamol 500mg,Granulation,114.6,113.3,5.3,23.4,,David,C-03,Capping,9/22/2025,Rework required
4115,Paracetamol 500mg,Compression,180.6,179.1,4.9,22.8,45,Henry,G-02,None,9/26/2025,Rework required
4115,Paracetamol 500mg,Coating,146,143,5,25.8,,David,CT-02,Uneven coating,9/7/2025,Humidity issue
4116,Amoxicillin 250mg,Granulation,117.2,113.2,3.5,25.7,42,David,G-03,Capping,9/28/2025,Minor loss
4116,Amoxicillin 250mg,Compression,149.6,148.3,4.1,22.6,,Eve,G-03,Sticking,9/20/2025,Normal run
4116,Amoxicillin 250mg,Coating,191.3,187.1,3.9,25.4,50,Charlie,C-01,Peeling,9/27/2025,Humidity issue
4117,Metformin 500mg,Granulation,134.7,133.2,3.1,24.8,50,David,CT-01,Uneven coating,9/28/2025,Humidity issue
4117,Metformin 500mg,Compression,125.7,124.7,3.1,24.1,42,Alice,CT-03,None,9/11/2025,Deviated yield
4117,Metformin 500mg,Coating,178.7,173.8,3.8,22.8,40,Isaac,C-03,Uneven coating,9/14/2025,Minor loss
4118,Vitamin C 100mg,Granulation,165.1,164.2,3.6,23.4,,Bob,CT-04,Capping,9/7/2025,Normal run
4118,Vitamin C 100mg,Compression,115,112.3,3.2,22.2,,Eve,G-03,Uneven coating,9/22/2025,Rework required
4118,Vitamin C 100mg,Coating,184.5,182,3.8,22.9,53,Isaac,C-03,Capping,9/3/2025,Normal run
4119,Ibuprofen 200mg,Granulation,187.4,182.9,4.8,25.9,,Charlie,C-02,None,9/3/2025,Minor loss
4119,Ibuprofen 200mg,Compression,124.9,123.6,3.6,25.5,,Charlie,G-03,Peeling,10/1/2025,Slight delay
4119,Ibuprofen 200mg,Coating,163.3,159.4,3.7,24,,David,C-02,Weight variation,9/19/2025,Rework required
4120,Cetirizine 10mg,Granulation,117.3,116,4.7,24,,David,CT-04,None,9/25/2025,Slight delay
4120,Cetirizine 10mg,Compression,150.1,146.7,4.9,24.3,,David,CT-04,Weight variation,9/19/2025,Humidity issue
4120,Cetirizine 10mg,Coating,154.8,153.3,4.4,24.9,,Charlie,G-02,Weight variation,9/3/2025,Normal run
4121,Amoxicillin 250mg,Granulation,182.5,179.3,3.2,24.4,49,Eve,C-01,Peeling,9/8/2025,Rework required
4121,Amoxicillin 250mg,Compression,176.8,171.1,5,25.1,41,Alice,C-02,Weight variation,9/14/2025,Normal run
4121,Amoxicillin 250mg,Coating,196.2,193,5.4,25.8,,Grace,CT-02,Peeling,9/24/2025,Rework required
4122,Metformin 500mg,Granulation,152.9,150.1,5.5,22.5,,Eve,C-01,Uneven coating,9/21/2025,Deviated yield
4122,Metformin 500mg,Compression,162.7,158.2,3,22.5,55,Alice,G-02,Sticking,9/15/2025,Humidity issue
4122,Metformin 500mg,Coating,162.9,157.3,5.4,22.3,52,Grace,G-02,Weight variation,9/16/2025,Normal run
4123,Omeprazole 20mg,Granulation,198.8,195.7,5.3,23,41,Eve,C-03,Sticking,9/12/2025,Minor loss
4123,Omeprazole 20mg,Compression,114.5,110.6,5.3,25.9,,Charlie,CT-01,Weight variation,9/18/2025,Rework required
4123,Omeprazole 20mg,Coating,147.1,142.7,5.4,24.4,42,Grace,G-01,Spillage,9/5/2025,Minor loss
4124,Paracetamol 500mg,Granulation,118,115.7,3.8,23.4,52,Bob,CT-02,Sticking,9/27/2025,Minor loss
4124,Paracetamol 500mg,Compression,143.4,142,5.2,23.2,46,Charlie,CT-01,Sticking,9/15/2025,Humidity issue
4124,Paracetamol 500mg,Coating,157,156,3.5,22.1,55,Charlie,CT-03,Spillage,9/9/2025,Minor loss
4125,Vitamin C 100mg,Granulation,196.6,191.6,4.7,23.6,,Alice,CT-03,Weight variation,9/21/2025,Deviated yield
4125,Vitamin C 100mg,Compression,135.8,132.8,3.6,25.2,48,Grace,C-02,Sticking,9/25/2025,Normal run
4125,Vitamin C 100mg,Coating,162.3,159.7,5.2,24.1,55,David,CT-04,None,9/6/2025,Normal run
4126,Ibuprofen 200mg,Granulation,121.6,118.5,5.5,22.5,,Alice,G-01,None,9/23/2025,Normal run
4126,Ibuprofen 200mg,Compression,127.2,126.5,5.4,22.3,,Charlie,CT-01,Spillage,9/19/2025,Within spec
4126,Ibuprofen 200mg,Coating,145,140.2,5.1,24.8,45,David,G-01,Capping,9/6/2025,Humidity issue
4127,Amoxicillin 250mg,Granulation,148.7,145.2,3.3,23.4,55,Eve,C-03,Peeling,9/9/2025,Deviated yield
4127,Amoxicillin 250mg,Compression,120.8,118.6,3.7,23.6,48,Isaac,CT-04,Weight variation,9/20/2025,Within spec
4127,Amoxicillin 250mg,Coating,155.4,150.2,3.6,23.9,45,Charlie,G-01,Capping,9/18/2025,Minor loss
4128,Ibuprofen 200mg,Granulation,154.6,149.3,4.4,24.9,43,David,CT-04,Weight variation,9/23/2025,Humidity issue
4128,Ibuprofen 200mg,Compression,171.1,165.8,4.6,22.9,55,Eve,C-01,Weight variation,9/3/2025,Minor loss
4128,Ibuprofen 200mg,Coating,160.3,158.9,3.5,25.2,,Alice,CT-03,Sticking,9/15/2025,Deviated yield
4129,Vitamin C 100mg,Granulation,156.3,155.3,4.1,23,48,David,CT-01,Uneven coating,9/16/2025,Slight delay
4129,Vitamin C 100mg,Compression,179,176.6,5.2,23.9,,Charlie,C-01,None,9/27/2025,Rework required
4129,Vitamin C 100mg,Coating,134,131.6,4.3,24.4,,David,C-02,Spillage,9/24/2025,Rework required
4130,Metformin 500mg,Granulation,167.8,164.4,4.7,22.4,,Grace,G-01,None,9/19/2025,Slight delay
4130,Metformin 500mg,Compression,178.7,175.2,4.6,22.4,46,Eve,G-03,Capping,9/22/2025,Within spec
4130,Metformin 500mg,Coating,175,169.1,3.5,22.7,54,Bob,CT-03,Sticking,9/13/2025,Rework required
4131,Omeprazole 20mg,Granulation,170.8,169.3,3.7,25.7,49,Isaac,CT-01,Sticking,9/7/2025,Rework required
4131,Omeprazole 20mg,Compression,182.4,181,4.2,24.9,,Eve,G-01,Weight variation,9/30/2025,Minor loss
4131,Omeprazole 20mg,Coating,167.1,164,3.9,24.2,49,Alice,C-01,Capping,9/22/2025,Slight delay
4132,Paracetamol 500mg,Granulation,116.1,114.9,4.5,24.2,,David,G-01,Peeling,9/5/2025,Minor loss
4132,Paracetamol 500mg,Compression,142.8,140.8,4,23.8,,Eve,CT-01,None,9/10/2025,Within spec
4132,Paracetamol 500mg,Coating,139.4,137,4.3,22,,Charlie,G-01,Uneven coating,9/30/2025,Minor loss
4133,Cetirizine 10mg,Granulation,186.5,185.4,3.2,23.3,46,Frank,CT-03,Sticking,9/14/2025,Rework required
4133,Cetirizine 10mg,Compression,179,173.3,5.3,25,,Bob,G-03,Sticking,9/6/2025,Normal run
4133,Cetirizine 10mg,Coating,192.6,189.5,5,24.6,55,Bob,CT-04,None,9/27/2025,Minor loss
4134,Ibuprofen 200mg,Granulation,192.7,187.3,4.1,23.5,,Charlie,CT-03,Weight variation,9/4/2025,Humidity issue
4134,Ibuprofen 200mg,Compression,115.7,113.8,3.3,24.5,,Bob,C-01,Spillage,9/19/2025,Deviated yield
4134,Ibuprofen 200mg,Coating,123.3,119.5,4.3,23.7,,Grace,CT-03,Capping,9/17/2025,Rework required
4135,Paracetamol 500mg,Granulation,146,141.4,3,25.9,,Isaac,G-02,Weight variation,9/12/2025,Normal run
4135,Paracetamol 500mg,Compression,168.5,164.1,3.8,24.2,,Charlie,C-03,Capping,9/30/2025,Normal run
4135,Paracetamol 500mg,Coating,165.4,163.4,3.3,25.1,,Bob,CT-04,Peeling,9/6/2025,Rework required
4136,Amoxicillin 250mg,Granulation,116,114.2,4,24.4,49,Henry,CT-02,Uneven coating,9/6/2025,Humidity issue
4136,Amoxicillin 250mg,Compression,146.1,143.6,3.9,23.6,55,David,G-02,Sticking,9/5/2025,Normal run
4136,Amoxicillin 250mg,Coating,137,132.4,4,22.9,,Charlie,G-01,Peeling,9/14/2025,Rework required
4137,Cetirizine 10mg,Granulation,137.9,135.5,3.1,22.2,,Frank,G-01,Weight variation,9/18/2025,Normal run
4137,Cetirizine 10mg,Compression,174.8,170,3.7,25.1,54,Henry,C-02,Peeling,9/29/2025,Minor loss
4137,Cetirizine 10mg,Coating,149.2,148.1,3.7,23.9,42,Eve,CT-01,Uneven coating,9/28/2025,Humidity issue
4138,Vitamin C 100mg,Granulation,164.7,163.4,5.4,25.2,,Isaac,C-02,Peeling,9/15/2025,Slight delay
4138,Vitamin C 100mg,Compression,134.8,132.2,4.7,25.5,49,Charlie,C-01,Capping,9/28/2025,Deviated yield
4138,Vitamin C 100mg,Coating,159.4,154.2,4.4,25.5,47,Eve,G-03,None,9/19/2025,Slight delay
4139,Metformin 500mg,Granulation,198.9,196.8,4,23.4,40,Frank,C-03,Spillage,9/26/2025,Humidity issue
4139,Metformin 500mg,Compression,158.2,156.9,5.2,23.4,45,Isaac,C-01,Spillage,9/28/2025,Minor loss
4139,Metformin 500mg,Coating,196.4,193.6,4.9,23.1,53,Bob,C-01,Sticking,10/1/2025,Humidity issue
4140,Omeprazole 20mg,Granulation,197.8,194.5,4.1,24.9,45,Frank,C-02,Spillage,9/1/2025,Slight delay
4140,Omeprazole 20mg,Compression,136.4,131.8,3,23.1,50,Isaac,G-02,Peeling,9/18/2025,Normal run
4140,Omeprazole 20mg,Coating,150.2,148.7,4.4,23.7,,Grace,C-01,Peeling,9/6/2025,Within spec
4141,Metformin 500mg,Granulation,198.2,192.6,3.7,23.4,54,Alice,CT-02,Capping,9/12/2025,Minor loss
4141,Metformin 500mg,Compression,185.3,180.5,3.3,22.1,,Grace,CT-03,Weight variation,9/26/2025,Slight delay
4141,Metformin 500mg,Coating,155.5,153.1,5.2,23.2,54,Eve,G-02,Uneven coating,9/16/2025,Normal run
4142,Vitamin C 100mg,Granulation,157.8,153,3.6,22.8,,Grace,G-01,Peeling,9/3/2025,Minor loss
4142,Vitamin C 100mg,Compression,153.9,151.2,5.5,23.3,,Eve,G-02,Uneven coating,9/3/2025,Rework required
4142,Vitamin C 100mg,Coating,119.4,117.2,5.4,23.6,50,Charlie,C-01,Spillage,9/3/2025,Deviated yield
4143,Cetirizine 10mg,Granulation,135.3,133.2,5.2,22.3,,Grace,G-02,Spillage,9/30/2025,Deviated yield
4143,Cetirizine 10mg,Compression,143.9,140.1,4,25.5,,Henry,CT-04,Weight variation,9/7/2025,Rework required
4143,Cetirizine 10mg,Coating,169.9,165.1,4,24.7,,Charlie,G-02,Uneven coating,9/27/2025,Slight delay
4144,Omeprazole 20mg,Granulation,191.9,188.5,4.9,23.2,,Grace,CT-03,Uneven coating,9/17/2025,Within spec
4144,Omeprazole 20mg,Compression,161.8,158,4.8,23.2,,Isaac,CT-04,Peeling,9/12/2025,Slight delay
4144,Omeprazole 20mg,Coating,128.2,125.6,3.4,22.5,42,Grace,CT-01,Peeling,9/18/2025,Deviated yield
4145,Ibuprofen 200mg,Granulation,192.3,190.1,3.2,23.7,55,Henry,C-02,Peeling,9/3/2025,Minor loss
4145,Ibuprofen 200mg,Compression,137.9,136,4.5,22.6,,Charlie,CT-02,Capping,9/26/2025,Within spec
4145,Ibuprofen 200mg,Coating,149,147.2,3.5,25,,Isaac,C-02,Weight variation,9/11/2025,Rework required
4146,Amoxicillin 250mg,Granulation,146.7,142.5,5.4,23.3,53,Bob,G-02,Uneven coating,9/30/2025,Within spec
4146,Amoxicillin 250mg,Compression,122.6,121,3.4,25.8,,Charlie,CT-04,Sticking,9/11/2025,Minor loss
4146,Amoxicillin 250mg,Coating,163.3,159.6,3.4,25.9,41,Frank,CT-04,None,9/16/2025,Within spec
4147,Paracetamol 500mg,Granulation,136.9,134.8,3.3,24.8,,Bob,CT-02,Weight variation,9/23/2025,Rework required
4147,Paracetamol 500mg,Compression,117.5,114.6,5.4,22.4,41,David,CT-02,None,9/10/2025,Humidity issue
4147,Paracetamol 500mg,Coating,111.7,109.7,4,22.4,54,Henry,G-02,Spillage,9/3/2025,Rework required
4148,Vitamin C 100mg,Granulation,111.1,108.6,4.7,23.5,,David,G-02,Peeling,9/7/2025,Slight delay
4148,Vitamin C 100mg,Compression,197.3,191.9,4.8,23.3,42,Grace,CT-02,Peeling,9/7/2025,Normal run
4148,Vitamin C 100mg,Coating,158.8,154.6,4.2,24.3,,Charlie,CT-04,Spillage,9/6/2025,Humidity issue
4149,Cetirizine 10mg,Granulation,131.9,127.5,4.6,23.4,,Isaac,C-03,Sticking,9/14/2025,Slight delay
4149,Cetirizine 10mg,Compression,129.5,126.9,4.5,23.9,42,Alice,C-01,Spillage,9/18/2025,Slight delay
4149,Cetirizine 10mg,Coating,188.4,183.4,3.3,23.6,,Bob,CT-03,Capping,9/7/2025,Minor loss
4150,Ibuprofen 200mg,Granulation,114.8,114.2,3.2,22.5,42,David,C-01,None,9/9/2025,Deviated yield
4150,Ibuprofen 200mg,Compression,159.5,156.4,5,24.1,53,Bob,G-02,None,9/9/2025,Humidity issue
4150,Ibuprofen 200mg,Coating,120.2,119,3.6,25.6,46,David,G-02,Uneven coating,9/5/2025,Slight delay
4151,Amoxicillin 250mg,Granulation,189.1,182.6,4.1,23.6,,Henry,CT-02,Capping,9/19/2025,Slight delay
4151,Amoxicillin 250mg,Compression,170,166.6,4.1,24.7,52,Alice,G-02,Capping,9/10/2025,Deviated yield
4151,Amoxicillin 250mg,Coating,177.8,172,3.8,23.6,,Henry,CT-03,Weight variation,9/9/2025,Normal run
